EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITDUE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH
EIN-00-0000000,,,,,,0|0,,,,,,,,,,,,,,,,,,1996,",,",,0,0,,0,U
EIN-00-2082162,,29700,"Laredo, TX","Laredo, TX Metro Area",M1,-99.48651|27.5374350000001,3003,484790015023003,Block 3003,U,47854,U,S,33,55,48,479,1502,48479001502,Census Tract 15.02,TX,Webb County,Texas,1989,"LAREDO,TX,78041-0000","78041, Laredo, Texas",-99.48651,27.5374350000001,Postal,100,M
EIN-00-2082174,288,26420,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,-95.0606415|29.579364,3000,482013414003000,Block 3000,U,40429,U,S,99,269,48,201,341400,48201341400,Census Tract 3414,TX,Harris County,Texas,1989,"SEABROOK,TX,77586-4311","77586-4311, Seabrook, Texas",-95.0606415,29.579364,PostalExt,100,M
EIN-00-2082386,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.735835|40.95334,1002,361190072001002,Block 1002,U,63217,U,S,110,161,36,119,7200,36119007200,Census Tract 72,NY,Westchester County,New York,1989,"MAMARONECK,NY,10543-2278","10543, Mamaroneck, New York",-73.735835,40.95334,Postal,100,M
EIN-00-2082468,170,16620,"Charleston, WV","Charleston, WV Metro Area",M1,-81.6308|38.350875,1070,540390009001070,Block 1070,U,15481,U,S,0,0,54,39,900,54039000900,Census Tract 9,WV,Kanawha County,West Virginia,1989,"CHARLESTON,WV,25301-1143","25301, Charleston, West Virginia",-81.6308,38.350875,Postal,100,M
EIN-00-2082825,,23660,"Galesburg, IL","Galesburg, IL Micro Area",M2,-90.366129|40.955769,4000,170950006004000,Block 4000,U,32329,U,S,0,0,17,95,600,17095000600,Census Tract 6,IL,Knox County,Illinois,1989,"GALESBURG,IL,61401-2885","61401-2885, Galesburg, Illinois",-90.366129,40.955769,PostalExt,100,M
EIN-00-2083088,,44660,"Stillwater, OK","Stillwater, OK Micro Area",M2,-97.0861185|36.112131,3007,401190108003007,Block 3007,U,85033,U,S,20,35,40,119,10800,40119010800,Census Tract 108,OK,Payne County,Oklahoma,1989,"STILLWATER,OK,74074-5106","74074-5106, Stillwater, Oklahoma",-97.0861185,36.112131,PostalExt,100,M
EIN-00-2083205,496,27700,"Jesup, GA","Jesup, GA Micro Area",M2,-81.886615|31.610235,3019,133059703003019,Block3019,U,43102,,S,1,11,13,305,970300,13305970300,Census Tract 9703,GA,Wayne County,Georgia,1989,"JESUP,GA,31545-0568","31545, Jesup, Georgia",-81.886615,31.610235,Postal,100,M
EIN-00-2083304,273,24860,"Greenville-Anderson, SC","Greenville-Anderson, SC Metro Area",M1,-82.7536815|34.64181,1023,450070107021023,Block 1023,R,,,S,25,37,45,7,10702,45007010702,Census Tract 107.02,SC,Anderson County,South Carolina,1989,"PENDLETON,SC,29670-0341","29670-0341, Pendleton, South Carolina",-82.7536815,34.64181,PostalExt,100,M
EIN-00-2083312,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.849509|40.718907,2000,360810723002000,Block 2000,U,63217,U,S,28,60,36,81,72300,36081072300,Census Tract 723,NY,Queens County,New York,1989,"FOREST HILLS,NY,11375-5106","11375-5106, Forest Hills, New York",-73.849509,40.718907,PostalExt,100,M
EIN-00-2083489,288,26420,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,-95.515745|29.7148250000001,3000,482014328033000,Block 3000,U,40429,U,S,312,760,48,201,432803,48201432803,Census Tract 4328.03,TX,Harris County,Texas,1989,"HOUSTON,TX,77036-0000","77036, Houston, Texas",-95.515745,29.7148250000001,Postal,100,M
EIN-00-2083491,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.05481|42.3560350000001,2016,250250701042016,Block 2016,U,9271,U,S,0,0,25,25,70104,25025070104,Census Tract 701.04,MA,Suffolk County,Massachusetts,1989,"BOSTON,MA,02110-2792","02110, Boston, Massachusetts",-71.05481,42.3560350000001,Postal,100,M
EIN-00-2083565,147,14260,"Boise City, ID","Boise City, ID Metro Area",M1,-116.21018|43.62661,1004,160010001021004,Block 1004,U,8785,U,S,19,41,16,1,102,16001000102,Census Tract 1.02,ID,Ada County,Idaho,1989,"BOISE,ID,83702-0000","83702, Boise, Idaho",-116.21018,43.62661,Postal,100,M
EIN-00-2083756,216,19740,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area",M1,-104.970519|39.724686,2008,80310032032008,Block 2008,U,23527,U,S,43,68,8,31,3203,8031003203,Census Tract 32.03,CO,Denver County,Colorado,1989,"DENVER,CO,80218-3608","80218-3608, Denver, Colorado",-104.970519,39.724686,PostalExt,100,M
EIN-00-2083810,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.979469|40.752423,2000,360610082002000,Block 2000,U,63217,U,S,2,20,36,61,8200,36061008200,Census Tract 82,NY,New York County,New York,1989,"NEW YORK,NY,10165-0015","10165-0015, New York, New York",-73.979469,40.752423,PostalExt,100,M
EIN-00-2084016,,22220,"Fayetteville-Springdale-Rogers, AR","Fayetteville-Springdale-Rogers, AR Metro Area",M1,-94.1359199999999|36.1813800000001,1058,51430112001058,Block 1058,U,29494,U,S,0,0,5,143,11200,5143011200,Census Tract 112,AR,Washington County,Arkansas,1989,"SPRINGDALE,AR,72764-0000","72764, Springdale, Arkansas",-94.1359199999999,36.1813800000001,Postal,100,M
EIN-00-2084149,361,27020,"Iron Mountain, MI-WI","Iron Mountain, MI-WI Micro Area",M2,-88.059681|45.835479,1017,260439507001017,Block 1017,U,41671,U,S,9,22,26,43,950700,26043950700,Census Tract 9507,MI,Dickinson County,Michigan,1989,"IRON MOUNTAIN,MI,49801-0370","49801-0370, Iron Mountain, Michigan",-88.059681,45.835479,PostalExt,100,M
EIN-00-2084186,496,27700,"Jesup, GA","Jesup, GA Micro Area",M2,-81.8834895|31.616271,3026,133059702023026,Block3026,U,43102,,S,12,23,13,305,970202,13305970202,Census Tract 9702.02,GA,Wayne County,Georgia,1989,"JESUP,GA,31545-1038","31545-1038, Jesup, Georgia",-81.8834895,31.616271,PostalExt,100,M
EIN-00-2084307,,21540,"Escanaba, MI","Escanaba, MI Micro Area",M2,-87.0846615|45.747513,2012,260419708002012,Block 2012,U,27847,U,S,7,7,26,41,970800,26041970800,Census Tract 9708,MI,Delta County,Michigan,1989,"ESCANABA,MI,49829-0527","49829-0527, Escanaba, Michigan",-87.0846615,45.747513,PostalExt,100,M
EIN-00-2084489,370,33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.1842575532561|25.8648004431494,2010,120860012052010,Block 2010,U,56602,U,S,12,28,12,86,1205,12086001205,Census Tract 12.05,FL,Miami-Dade County,Florida,1989,"MIAMI SHORES,FL,33138-2549","33138, Miami Shores, Florida",-80.1842575532561,25.8648004431494,PostalLoc,100,M
EIN-00-2084786,,45340,"Taos, NM","Taos, NM Micro Area",M2,-105.5724885|36.394101,3004,350559526013004,Block 3004,U,86653,U,S,85,160,35,55,952601,35055952601,Census Tract 9526.01,NM,Taos County,New Mexico,1989,"TAOS,NM,87571-1240","87571-1240, Taos, New Mexico",-105.5724885,36.394101,PostalExt,100,M
EIN-00-2085344,428,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,-75.597498|39.777831,2010,100030118002010,Block 2010,U,69076,U,S,328,457,10,3,11800,10003011800,Census Tract 118,DE,New Castle County,Delaware,1989,"WILMINGTON,DE,19807-2304","19807-2304, Wilmington, Delaware",-75.597498,39.777831,PostalExt,100,M
EIN-00-2085488,184,10420,"Akron, OH","Akron, OH Metro Area",M1,-81.5171805|41.083938,1005,391535083011005,Block 1005,U,766,U,S,0,0,39,153,508301,39153508301,Census Tract 5083.01,OH,Summit County,Ohio,1989,"AKRON,OH,44308-1815","44308-1815, Akron, Ohio",-81.5171805,41.083938,PostalExt,100,M
EIN-00-2085645,,45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area",M1,-82.456119|27.967518,3025,120570030003025,Block 3025,U,86599,U,S,13,37,12,57,3000,12057003000,Census Tract 30,FL,Hillsborough County,Florida,1989,"TAMPA,FL,33602-1615","33602-1615, Tampa, Florida",-82.456119,27.967518,PostalExt,100,M
EIN-00-2086283,538,12780,"Bartlesville, OK","Bartlesville, OK Micro Area",M2,-95.9740849999999|36.74627,3048,401470003003048,Block 3048,U,5329,U,S,1,4,40,147,300,40147000300,Census Tract 3,OK,Washington County,Oklahoma,1989,"BARTLESVILLE,OK,74003-0000","74003, Bartlesville, Oklahoma",-95.9740849999999,36.74627,Postal,100,M
EIN-00-2086391,376,33340,"Milwaukee-Waukesha, WI","Milwaukee-Waukesha, WI Metro Area",M1,-87.9149205|43.034607,3003,550791874003003,Block 3003,U,57466,U,S,0,0,55,79,187400,55079187400,Census Tract 1874,WI,Milwaukee County,Wisconsin,1989,"MILWAUKEE,WI,53201-2054","53201-2054, Milwaukee, Wisconsin",-87.9149205,43.034607,PostalExt,100,M
EIN-00-2087309,220,19820,"Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area",M1,-83.296458|42.304779,2000,261635701002000,Block 2000,U,23824,U,S,240,431,26,163,570100,26163570100,Census Tract 5701,MI,Wayne County,Michigan,1989,"INKSTER,MI,48141-1923","48141-1923, Inkster, Michigan",-83.296458,42.304779,PostalExt,100,M
EIN-00-2087513,468,40580,"Rocky Mount, NC","Rocky Mount, NC Metro Area",M1,-77.78948|35.9411900000001,1017,370650203001017,Block 1017,U,75988,U,S,8,9,37,65,20300,37065020300,Census Tract 203,NC,Edgecombe County,North Carolina,1989,"ROCKY MOUNT,NC,27801-0000","27801, Rocky Mount, North Carolina",-77.78948,35.9411900000001,Postal,100,M
EIN-00-2088444,496,42340,"Savannah, GA","Savannah, GA Metro Area",M1,-81.099295|32.0837500000001,3012,130510117003012,Block3012,U,79768,,S,0,0,13,51,11700,13051011700,Census Tract 117,GA,Chatham County,Georgia,1989,"SAVANNAH,GA,31402-0000","31402, Savannah, Georgia",-81.099295,32.0837500000001,Postal,100,M
EIN-00-2088754,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.7339625|40.796298,3017,360593004003017,Block 3017,U,63217,U,S,125,212,36,59,300400,36059300400,Census Tract 3004,NY,Nassau County,New York,2010,"225 MIDDLE NECK RD,GREAT NECK,NY,11021","225 Middle Neck Rd, Great Neck, New York, 11021",-73.7339625,40.796298,PointAddress,100,M
EIN-00-2088950,548,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,-76.996755|38.8827150000001,1009,110010070001009,Block 1009,U,92242,U,S,56,109,11,1,7000,11001007000,Census Tract 70,DC,District of Columbia,District of Columbia,1999,"WASHINGTON,DC,20003","20003, Washington, District of Columbia",-76.996755,38.8827150000001,Postal,100,M
EIN-00-2089363,522,44100,"Springfield, IL","Springfield, IL Metro Area",M1,-89.648255|39.8005700000001,1015,171670014001015,Block 1015,U,83899,U,S,100,92,17,167,1400,17167001400,Census Tract 14,IL,Sangamon County,Illinois,1989,"SPRINGFIELD,IL,62701-0000","62701, Springfield, Illinois",-89.648255,39.8005700000001,Postal,100,M
EIN-00-2089675,357,31540,"Madison, WI","Madison, WI Metro Area",M1,-89.384841|43.075728,3000,550250017043000,Block 3000,U,53200,U,S,0,13,55,25,1706,55025001706,Census Tract 17.06,WI,Dane County,Wisconsin,1989,"MADISON,WI,53701-2687","53701-2687, Madison, Wisconsin",-89.384841,43.075728,PostalExt,100,M
EIN-00-2090536,356,31420,"Macon-Bibb County, GA","Macon-Bibb County, GA Metro Area",M1,-83.668495|32.8285050000001,4005,130210104004005,Block4005,U,52822,,S,16,23,13,21,10400,13021010400,Census Tract 104,GA,Bibb County,Georgia,1989,"MACON,GA,31204-0000","31204, Macon, Georgia",-83.668495,32.8285050000001,Postal,100,M
EIN-00-2090980,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9612485|40.817808,1007,360610219001007,Block 1007,U,63217,U,S,0,0,36,61,21900,36061021900,Census Tract 219,NY,New York County,New York,1989,"NEW YORK,NY,10027-2332","10027-2332, New York, New York",-73.9612485,40.817808,PostalExt,100,M
EIN-00-2092321,172,16740,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area",M1,-80.8389405|35.229969,1008,371190001041008,Block 1008,U,15670,U,S,193,10,37,119,104,37119000104,Census Tract 1.04,NC,Mecklenburg County,North Carolina,1989,"CHARLOTTE,NC,28202-2141","28202-2141, Charlotte, North Carolina",-80.8389405,35.229969,PostalExt,100,M
EIN-00-2092898,,48540,"Wheeling, WV-OH","Wheeling, WV-OH Metro Area",M1,-80.716855729817|40.061938327226,2058,540690027002058,Block 2058,U,94726,U,S,0,0,54,69,2700,54069002700,Census Tract 27,WV,Ohio County,West Virginia,2010,"1819 JACOB ST,WHEELING,WV,26003","1819 Jacob St, Wheeling, West Virginia, 26003",-80.716855729817,40.061938327226,PointAddress,100,M
EIN-00-2093081,422,36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area",M1,-81.37296|28.511046,1000,120950139001000,Block 1000,U,65863,U,S,0,0,12,95,13900,12095013900,Census Tract 139,FL,Orange County,Florida,1989,"ORLANDO,FL,32856-8363","32856-8363, Orlando, Florida",-81.37296,28.511046,PostalExt,100,M
EIN-00-2093127,,12420,"Austin-Round Rock-Georgetown, TX","Austin-Round Rock-Georgetown, TX Metro Area",M1,-97.745958|30.276036,1054,484530007001054,Block 1054,U,4384,U,S,1,3,48,453,700,48453000700,Census Tract 7,TX,Travis County,Texas,1989,"AUSTIN,TX,78701-1719","78701-1719, Austin, Texas",-97.745958,30.276036,PostalExt,100,M
EIN-00-2093291,148,49340,"Worcester, MA-CT","Worcester, MA-CT Metro Area",M1,-71.577369|42.089004,1021,250277461001021,Block 1021,R,,,S,127,281,25,27,746100,25027746100,Census Tract 7461,MA,Worcester County,Massachusetts,1989,"MENDON,MA,01756-1226","01756-1226, Mendon, Massachusetts",-71.577369,42.089004,PostalExt,100,M
EIN-00-2093332,176,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.980868|42.106374,1014,170318031001014,Block 1014,U,16264,U,S,20,54,17,31,803100,17031803100,Census Tract 8031,IL,Cook County,Illinois,1989,"ARLINGTON HEIGHTS,IL,60004-3991","60004-3991, Arlington Heights, Illinois",-87.980868,42.106374,PostalExt,100,M
EIN-00-2093338,428,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,-75.173769|40.036869,3009,421010246003009,Block 3009,U,69076,U,S,25,77,42,101,24600,42101024600,Census Tract 246,PA,Philadelphia County,Pennsylvania,1989,"PHILADELPHIA,PA,19144-2130","19144-2130, Philadelphia, Pennsylvania",-75.173769,40.036869,PostalExt,100,M
EIN-00-2093620,370,33100,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.2369305|25.729344,1012,120860068011012,Block 1012,U,56602,U,S,219,211,12,86,6801,12086006801,Census Tract 68.01,FL,Miami-Dade County,Florida,1989,"COCONUT GROVE,FL,33133-5408","33133-5408, Miami, Florida",-80.2369305,25.729344,PostalExt,99.9,M
EIN-00-2093633,,17780,"College Station-Bryan, TX","College Station-Bryan, TX Metro Area",M1,-96.35409|30.626424,3016,480410010023016,Block 3016,U,18748,U,S,34,48,48,41,1002,48041001002,Census Tract 10.02,TX,Brazos County,Texas,1989,"BRYAN,TX,77801-4746","77801-4746, Bryan, Texas",-96.35409,30.626424,PostalExt,100,M
EIN-00-2093996,,45300,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area",M1,-82.707705|27.7771750000001,2013,121030222002013,Block 2013,U,86599,U,S,12,36,12,103,22200,12103022200,Census Tract 222,FL,Pinellas County,Florida,1989,"ST PETERSBURG,FL,33710-8295","33710, Saint Petersburg, Florida",-82.707705,27.7771750000001,Postal,100,M
EIN-00-2094069,556,48620,"Wichita, KS","Wichita, KS Metro Area",M1,-97.3364985|37.688013,2043,201730043012043,Block 2043,U,95077,U,S,0,0,20,173,4301,20173004301,Census Tract 43.01,KS,Sedgwick County,Kansas,1989,"WICHITA,KS,67202-2111","67202-2111, Wichita, Kansas",-97.3364985,37.688013,PostalExt,100,M
EIN-00-2094878,422,36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area",M1,-81.3776805|28.544688,2002,120950189022002,Block 2002,U,65863,U,S,1,13,12,95,18902,12095018902,Census Tract 189.02,FL,Orange County,Florida,1989,"ORLANDO,FL,32802-3631","32802-3631, Orlando, Florida",-81.3776805,28.544688,PostalExt,100,M
EIN-00-2095067,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.379968|33.892884,2002,131210101372002,Block2002,U,3817,,S,115,270,13,121,10137,13121010137,Census Tract 101.37,GA,Fulton County,Georgia,1989,"ATLANTA,GA,30342-2364","30342-2364, Atlanta, Georgia",-84.379968,33.892884,PostalExt,100,M
EIN-00-2095581,122,12060,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.3943995|33.744303,3016,131210120003016,Block3016,U,3817,,S,0,0,13,121,12000,13121012000,Census Tract 120,GA,Fulton County,Georgia,1989,"ATLANTA,GA,30302-4655","30302-4655, Atlanta, Georgia",-84.3943995,33.744303,PostalExt,100,M
EIN-00-2096475,142,13820,"Birmingham-Hoover, AL","Birmingham-Hoover, AL Metro Area",M1,-86.770689|33.5803133000001,5043,10730109005043,Block 5043,U,7786,U,S,13,26,1,73,10900,1073010900,Census Tract 109,AL,Jefferson County,Alabama,2000,"BIRMINGHAM,AL,35217","35217, Birmingham, Alabama",-86.770689,33.5803133000001,Postal,100,M
EIN-00-2096797,450,39580,"Raleigh-Cary, NC","Raleigh-Cary, NC Metro Area",M1,-78.5961315|35.848467,1018,371830540181018,Block 1018,U,73261,U,S,144,73,37,183,54018,37183054018,Census Tract 540.18,NC,Wake County,North Carolina,1989,"RALEIGH,NC,27658-8037","27658-8037, Raleigh, North Carolina",-78.5961315,35.848467,PostalExt,100,M
EIN-00-2096989,548,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,-77.0629185|38.906397,3007,110010002023007,Block 3007,U,92242,U,S,79,82,11,1,202,11001000202,Census Tract 2.02,DC,District of Columbia,District of Columbia,1989,"WASHINGTON,DC,20007-3238","20007-3238, Washington, District of Columbia",-77.0629185,38.906397,PostalExt,100,M
EIN-00-2097865,348,31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,-117.977211|33.773472,5000,60590888015000,Block 5000,U,51445,U,S,255,688,6,59,88801,6059088801,Census Tract 888.01,CA,Orange County,California,1989,"GARDEN GROVE,CA,92643-4629","Garden Grv, Garden Grove, California, 92844",-117.977211,33.773472,StreetName,85.68,T
EIN-00-2098549,300,37260,"Palatka, FL","Palatka, FL Micro Area",M2,-81.98461|29.61706,2047,121079503002047,Block 2047,R,,,S,7,16,12,107,950300,12107950300,Census Tract 9503,FL,Putnam County,Florida,1989,"HAWTHORNE,FL,32640-0000","32640, Hawthorne, Florida",-81.98461,29.61706,Postal,100,M
EIN-00-2098665,558,48700,"Williamsport, PA","Williamsport, PA Metro Area",M1,-77.0006120302384|41.2413140976688,2064,420810006002064,Block 2064,U,95455,U,S,14,1,42,81,600,42081000600,Census Tract 6,PA,Lycoming County,Pennsylvania,2014,"10 E 3RD ST,WILLIAMSPORT,PA,17701","10 E 3rd St, Williamsport, Pennsylvania, 17701",-77.0006120302384,41.2413140976688,PointAddress,100,M
EIN-00-2100541,240,32740,"Meadville, PA","Meadville, PA Micro Area",M2,-80.1470090999999|41.6398579,1001,420391115001001,Block 1001,U,55900,U,S,5,15,42,39,111500,42039111500,Census Tract 1115,PA,Crawford County,Pennsylvania,2005,"MEADVILLE,PA,16335","16335, Meadville, Pennsylvania",-80.1470090999999,41.6398579,Postal,100,M
EIN-00-2101442,566,49660,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA Metro Area",M1,-80.452242|41.232051,2027,420850313002027,Block 2027,U,81020,U,S,0,0,42,85,31300,42085031300,Census Tract 313,PA,Mercer County,Pennsylvania,1989,"HERMITAGE,PA,16148-0181","16148-0181, Hermitage, Pennsylvania",-80.452242,41.232051,PostalExt,100,M
EIN-00-2102806,430,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,-80.244612|40.614273,1013,420076057001013,Block 1013,U,69697,U,S,21,68,42,7,605700,42007605700,Census Tract 6057,PA,Beaver County,Pennsylvania,1989,"ALIQUIPPA,PA,15001-3811","15001-3811, Aliquippa, Pennsylvania",-80.244612,40.614273,PostalExt,100,M
EIN-00-2103797,430,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,-79.980495|40.44233,2002,420030305002002,Block 2002,U,69697,U,S,17,34,42,3,30500,42003030500,Census Tract 305,PA,Allegheny County,Pennsylvania,1989,"PITTSBURGH,PA,15219-0000","15219, Pittsburgh, Pennsylvania",-79.980495,40.44233,Postal,100,M
EIN-00-2103825,240,21500,"Erie, PA","Erie, PA Metro Area",M1,-80.091288|42.124689,1013,420490009021013,Block 1013,U,27766,U,S,148,191,42,49,902,42049000902,Census Tract 9.02,PA,Erie County,Pennsylvania,1989,"ERIE,PA,16502-1423","16502-1423, Erie, Pennsylvania",-80.091288,42.124689,PostalExt,100,M
EIN-00-2104443,430,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,-79.995075057|40.4437676920001,5013,420030201005013,Block 5013,U,69697,U,S,1,14,42,3,20100,42003020100,Census Tract 201,PA,Allegheny County,Pennsylvania,1989,"PITTSBURGH,PA,15230-0000","15230, Pittsburgh, Pennsylvania",-79.995075057,40.4437676920001,Postal,100,M
EIN-00-2105016,548,16540,"Chambersburg-Waynesboro, PA","Chambersburg-Waynesboro, PA Metro Area",M1,-77.57737|39.7566150000001,2026,420550123002026,Block 2026,U,93322,U,S,17,31,42,55,12300,42055012300,Census Tract 123,PA,Franklin County,Pennsylvania,2008,"WAYNESBORO,PA,17268","17268, Waynesboro, Pennsylvania",-77.57737,39.7566150000001,Postal,100,M
EIN-00-2105359,430,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,-79.995141|40.443732,5013,420030201005013,Block 5013,U,69697,U,S,1,14,42,3,20100,42003020100,Census Tract 201,PA,Allegheny County,Pennsylvania,1989,"PITTSBURGH,PA,15230-0837","15230-0837, Pittsburgh, Pennsylvania",-79.995141,40.443732,PostalExt,100,M
EIN-00-2106332,198,49780,"Zanesville, OH","Zanesville, OH Micro Area",M2,-82.0095|39.9588450000001,4004,391199118004004,Block 4004,U,98074,U,S,30,23,39,119,911800,39119911800,Census Tract 9118,OH,Muskingum County,Ohio,1989,"ZANESVILLE,OH,43701-0000","43701, Zanesville, Ohio",-82.0095,39.9588450000001,Postal,100,M
EIN-00-2106672,198,18140,"Columbus, OH","Columbus, OH Metro Area",M1,-82.82436|40.103165,2025,390490072052025,Block 2025,U,19234,U,S,0,0,39,49,7205,39049007205,Census Tract 72.05,OH,Franklin County,Ohio,2010,"PO BOX 322,NEW ALBANY,OH,43054","43054, New Albany, Ohio",-82.82436,40.103165,Postal,98,M
EIN-00-2107515,212,19430,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-84.1963995|39.757779,3030,391130015013030,Block 3030,U,22528,U,S,1,4,39,113,1501,39113001501,Census Tract 15.01,OH,Montgomery County,Ohio,1989,"DAYTON,OH,45402-1429","45402-1429, Dayton, Ohio",-84.1963995,39.757779,PostalExt,100,M
EIN-00-2107682,198,18140,"Columbus, OH","Columbus, OH Metro Area",M1,-82.9768905|40.066974,1006,390490069241006,Block 1006,U,19234,U,S,90,239,39,49,6924,39049006924,Census Tract 69.24,OH,Franklin County,Ohio,1989,"COLUMBUS,OH,43229-5197","43229-5197, Columbus, Ohio",-82.9768905,40.066974,PostalExt,100,M
EIN-00-2109259,,,,,,-81.8377785|39.667131,1019,391159689001019,Block 1019,R,,,S,49,102,39,115,968900,39115968900,Census Tract 9689,OH,Morgan County,Ohio,1989,"MCCONNELSVILLE,OH,43756-0359","43756-0359, Mcconnelsville, Ohio",-81.8377785,39.667131,PostalExt,100,M
EIN-00-2110470,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.3951752|39.51897,2002,390170144002002,Block 2002,U,56926,U,S,51,106,39,17,14400,39017014400,Census Tract 144,OH,Butler County,Ohio,1989,"MIDDLETOWN,OH,45042-0000","45042, Middletown, Ohio",-84.3951752,39.51897,Postal,100,M
EIN-00-2110523,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.4228305|39.161988,1012,390610276001012,Block 1012,U,16885,U,S,0,0,39,61,27600,39061027600,Census Tract 276,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45209-1088","45209-1088, Cincinnati, Ohio",-84.4228305,39.161988,PostalExt,100,M
EIN-00-2110532,212,19430,"Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area",M1,-84.2086395|40.041882,5005,391093653015005,Block 5005,U,88612,U,S,17,20,39,109,365301,39109365301,Census Tract 3653.01,OH,Miami County,Ohio,1989,"TROY,OH,45373-2928","45373-2928, Troy, Ohio",-84.2086395,40.041882,PostalExt,100,M
EIN-00-2110541,178,17140,"Cincinnati, OH-KY-IN","Cincinnati, OH-KY-IN Metro Area",M1,-84.51331|39.10905,3010,390610010003010,Block 3010,U,16885,U,S,3,7,39,61,1000,39061001000,Census Tract 10,OH,Hamilton County,Ohio,1989,"CINCINNATI,OH,45202-0000","45202, Cincinnati, Ohio",-84.51331,39.10905,Postal,100,M
